domain,page,page_title,pageviews
www.muni.org,www.muni.org/departments/mayor/boards/psac/pages/default.aspx,Public Safety Advisory Commission,24
www.muni.org,www.muni.org/departments/mayor/boards/sistercities/pages/magadan.aspx,Magadan,24
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/anchorageselectedtoparticipateinwhatworkscitiesinitiative 12102015.aspx,Anchorage Selected To Participate In “What Works Cities” Initiative,24
www.muni.org,www.muni.org/departments/merrill_field/pages/newsletters.aspx,Newsletters,24
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/gismaps.aspx,GIS Maps,24
www.muni.org,www.muni.org/departments/ocpd/planning/publications/pages/pub_parkplan2006.aspx,pub_ParkPlan2006,24
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/pli.aspx,PLI,24
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/projections.aspx,Projections,24
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/protestrezone.aspx,Protest a Rezone,24
www.muni.org,www.muni.org/departments/oem/prepared/pages/emergencypreparednessinfomationinmanylanguages.aspx,Emergency Preparedness Information in Many Languages,24
www.muni.org,www.muni.org/departments/fire/pages/firestoppers.aspx,Fire Stoppers,23
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/beautyandbarber.aspx,BeautyandBarber,23
www.muni.org,www.muni.org/departments/mayor/boards/events/pages/010710yac.aspx,Youth Advisory Commission,23
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/waivers.aspx,Waivers,23
www.muni.org,www.muni.org/departments/operations/streets/pages/dispatchcenter.aspx,Dispatch Center,23
www.muni.org,www.muni.org/departments/parks/pages/barbarastreetparkfixit2016.aspx,Barbara Street Park Fix It 2016,23
www.muni.org,www.muni.org/departments/parks/pages/eparks.aspx,E Parks,23
www.muni.org,www.muni.org/departments/parks/pages/rparks.aspx,R Parks,23
www.muni.org,www.muni.org/departments/parks/pages/russianjackskatepark.aspx,Russian Jack Skate Park,23
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/programofprojects.aspx,Program of Projects,23
www.muni.org,www.muni.org/departments/transit/sharearide/pages/carpoolingfaqs.aspx,Carpooling FAQs,23
www.muni.org,www.muni.org/departments/apfrs/pages/boardmembers.aspx,Board Members,22
www.muni.org,"www.muni.org/departments/assembly/events/pages/publichearingsscheduledforthespecialassemblymeetingofapril22,201604222016.aspx",Special Assembly Meeting re ML&P Beluga River Unit and Public Hearing and Action on Resolution,22
www.muni.org,www.muni.org/departments/fire/prevention/pages/contacts.aspx,Contacts,22
www.muni.org,www.muni.org/departments/hlb/pages/contaminatedsites.aspx,MUNICIPAL PROPERTIES CONTAMINATED SITES INFORMATION,22
www.muni.org,www.muni.org/departments/internal_audit/pages/auditortype.aspx,auditor categories,22
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/subdivisioninformation.aspx,Subdivision Information,22
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r11r.aspx,r11r,22
www.muni.org,www.muni.org/departments/parks/pages/adopt-a-trail.aspx,Adopt-A-Trail,22
www.muni.org,www.muni.org/departments/parks/pages/pickleball.aspx,Pickleball,22
www.muni.org,www.muni.org/departments/parks/pages/stephensonparkfixit.aspx,Stephenson Park Fix It,22
www.muni.org,www.muni.org/departments/police/drugunit/howdoi/pages/howdoireportdrugactivity.aspx,How Do I report Drug Activity?,22
www.muni.org,www.muni.org/departments/project_management/pages/mitsfiles.aspx,MITSFiles,22
www.muni.org,www.muni.org/departments/project_management/pages/row.aspx,row,22
www.muni.org,www.muni.org/departments/project_management/wm/pages/watershed documents.aspx,Watershed Management Forms & Documents,22
www.muni.org,www.muni.org/departments/traffic/pages/signals.aspx,Signals Section,22
www.muni.org,www.muni.org/departments/traffic/pages/trafficcalming.aspx,Traffic Calming,22
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/busadvertisingrestrictions.aspx,Bus Advertising Restrictions,22
www.muni.org,www.muni.org/fastfacts/pages/climate.aspx,Climate,22
www.muni.org,www.muni.org/departments/assembly/ombudsman/pages/formdocuments.aspx,Form & Documents,21
www.muni.org,www.muni.org/departments/budget/operatingbudget/pages/2015apvggob.aspx,2015 apv ggob,21
www.muni.org,www.muni.org/departments/erparks/pages/board.aspx,Board Members,21
www.muni.org,www.muni.org/departments/fire/pressreleases/pages/052014burnban.aspx,Burn Ban,21
www.muni.org,www.muni.org/departments/fire/wildfire/pages/communityfireplanning.aspx,Community Fire Planning,21
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/1_nonmotorized.aspx,1_nonmotorized,21
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/site_map.aspx,site_map,21
www.muni.org,www.muni.org/departments/ocpd/planning/publications/pages/housng_market_analysis.aspx,Housing Market Analysis,21
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/pc.aspx,PC,21
www.muni.org,www.muni.org/departments/operations/pages/graffiti.aspx,Graffiti Busters,21
www.muni.org,www.muni.org/departments/parks/pages/coastaltrailbridges.aspx,CoastalTrailBridges,21
www.muni.org,www.muni.org/departments/parks/pages/gwtrailscommittee.aspx,GW Trails Committee,21
www.muni.org,www.muni.org/departments/parks/pages/refundpolicy.aspx,Refund Policy,21
www.muni.org,www.muni.org/departments/police/pressreleases/pages/policeseekmanwantedforsexualassaulttrespass.aspx,Police Seek Man Wanted for Sexual Assault/Trespass,21
www.muni.org,www.muni.org/departments/police/traffic/pages/moveoverlaw.aspx,Move Over Law,21
www.muni.org,www.muni.org/departments/police/traffic/pages/primaryseatbeltlaw.aspx,Primary Seat Belt Law,21
www.muni.org,www.muni.org/departments/project_management/pages/survey.aspx,Survey,21
www.muni.org,www.muni.org/departments/budget/goarchive/pages/default.aspx,OMG G. O. Bonds,20
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/anchoragewinscompetitiveawardtoplanforeconomicandfiscalhealth.aspx,Anchorage Wins Competitive Award to Plan for Economic and Fiscal Health,20
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/mayorberkowitzbringsnewfinanceleadershiptomunicipality.aspx,Mayor Berkowitz Brings New Finance Leadership to Municipality,20
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/mayorberkowitzfinalizesofficeteam.aspx,Mayor Berkowitz Finalizes Office Team,20
www.muni.org,www.muni.org/departments/merrill_field/pages/mri_webcam.aspx,MRI_WebCam,20
www.muni.org,www.muni.org/departments/merrill_field/pages/noiseawareness.aspx,Noise Awareness,20
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/1_partners.aspx,1_partners,20
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/about_policy.aspx,about_policy,20
www.muni.org,www.muni.org/departments/ocpd/planning/publications/pages/cbd_compplan_final07.aspx,CBD_CompPlan_Final07,20
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/d2.aspx,D2,20
www.muni.org,www.muni.org/departments/operations/streets/wintermaintenance/pages/default.aspx,Winter Maintenance,20
www.muni.org,www.muni.org/departments/parks/pages/campbellpark2013.aspx,Campbell Park 2013,20
www.muni.org,www.muni.org/departments/parks/pages/dparks.aspx,D Parks,20
www.muni.org,www.muni.org/departments/police/pages/duithemourningafter.aspx,DUI: The Mourning After,20
www.muni.org,www.muni.org/departments/police/pages/moneganbio.aspx,Monegan Bio,20
www.muni.org,www.muni.org/departments/transit/anchorrides/pages/ridertools.aspx,Rider Tools,20
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/u-pass.aspx,U-Pass,20
merrillfieldmasterplan.com,merrillfieldmasterplan.com/,(not set),19
www.muni.org,"www.muni.org/departments/assembly/events/pages/publichearingsscheduledfortheregularassemblymeetingofapril26,201604262016.aspx","Public Hearings Scheduled for the Regular Assembly Meeting of April 26, 2016",19
www.muni.org,www.muni.org/departments/legal/pages/legalinternprogram.aspx,Legal Intern Program,19
www.muni.org,www.muni.org/departments/mayor/boards/events/pages/electioncommission2016.aspx,Election Commission: Ballot Review,19
www.muni.org,www.muni.org/departments/mayor/boards/pages/militaryveteransaffairscommission.aspx,Military & Veterans Affairs Commission,19
www.muni.org,www.muni.org/departments/mayor/pages/citizenshelpreportpotholes.aspx,Citizens help report potholes,19
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/2000buildingcodearchive.aspx,2000 Building Code Archive,19
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/buildingboardmain1.aspx,Building Board Main1,19
www.muni.org,www.muni.org/departments/ocpd/development/privatedev/pages/agreements.aspx,Agreements,19
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/amats_fac.aspx,amats_fac,19
www.muni.org,www.muni.org/departments/oem/prepared/pages/businessprep.aspx,Business Preparedness,19
www.muni.org,www.muni.org/departments/parks/pages/kincaidparkimprovements.aspx,Kincaid Park Improvements,19
www.muni.org,www.muni.org/departments/parks/pages/kparks.aspx,K Parks,19
www.muni.org,www.muni.org/departments/parks/pages/valleyofthemoonparkimprovements.aspx,Valley of the Moon Park Improvements,19
www.muni.org,www.muni.org/departments/police/comaffairs/pages/theftandvehiclebreak-ins.aspx,Theft and Vehicle Break-Ins,19
www.muni.org,www.muni.org/departments/police/pages/fraudreport.aspx,Fraud Report,19
www.muni.org,www.muni.org/departments/traffic/roads/pages/links.aspx,Links,19
www.muni.org,www.muni.org/fastfacts/pages/politics.aspx,Politics,19
www.muni.org,www.muni.org/fastfacts/pages/transportation.aspx,Transportation,19
www.muni.org,www.muni.org/publicnotice/pages/ordinancenoao2015-9609152015.aspx,Ordinance No. AO 2015-96 09152015,19
www.muni.org,www.muni.org/publicnotice/pages/ordinancenoao2016-3303222016.aspx,Ordinance No. AO 2016-33 03222016,19
www.muni.org,www.muni.org/departments/apfrs/pages/planiii.aspx,Plan III,18
www.muni.org,www.muni.org/departments/assembly/events/pages/regularassemblymeeting03082016.aspx,Regular Assembly Meeting,18
www.muni.org,www.muni.org/departments/budget/operatingarchive/pages/default.aspx,Budget Advisory Commission,18
www.muni.org,www.muni.org/departments/budget/operatingbudget/pages/2015mainpg.aspx,2015MainPg,18
www.muni.org,www.muni.org/departments/equal_opportunity/pages/investigating_discrimination_complaints.aspx,Investigating Discrimination Complaints,18
www.muni.org,www.muni.org/departments/finance/treasury/programtaxes/marijuanatax/pages/default.aspx,Marijuana Retail Sales Tax,18
www.muni.org,www.muni.org/departments/fire/wildfire/pages/anchoragewildfireprogram.aspx,Anchorage Wildfire Program,18
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/fsspoolspa.aspx,fsspoolspa,18
www.muni.org,www.muni.org/departments/hlb/pages/mappingapplication.aspx,Mapping Application,18
www.muni.org,www.muni.org/departments/legal/civil/pages/previouslyownedvehicles.aspx,Previously Owned Vehicles,18
www.muni.org,www.muni.org/departments/library/events/pages/anchoragetournamentofchampionsround3onlineentry!.aspx,Anchorage Tournament of Champions ROUND #4: Online Entry!,18
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/lrtp.aspx,Long Range Transportation Plan,18
www.muni.org,www.muni.org/departments/parks/pages/adopt-a-garden.aspx,Adopt-A-Garden,18
www.muni.org,www.muni.org/departments/parks/pages/adopt-a-park.aspx,Adopt-A-Park,18
www.muni.org,www.muni.org/departments/parks/pages/tips.aspx,Tips on Watering Your Flower Beds,18
www.muni.org,www.muni.org/departments/parks/trail/pages/submittrailreports.aspx,Submit Trail Reports,18
www.muni.org,www.muni.org/departments/public_works_administration/publicart/pages/artcommittee.aspx,ArtCommittee,18
www.muni.org,www.muni.org/residents/pages/education.aspx,Education/Research,18
www.muni.org,www.muni.org/departments/assembly/clerk/licensing/pages/tow.aspx,Tow Operator,17
www.muni.org,www.muni.org/departments/fire/events/pages/anchoragefirefightersopenhouse.aspx,Anchorage Firefighters Open House,17
www.muni.org,www.muni.org/departments/fire/pages/contact.aspx,Contact,17
www.muni.org,www.muni.org/departments/fire/prevention/pages/crtk.aspx,Community Right to Know,17
www.muni.org,www.muni.org/departments/fire/training/pages/employment.aspx,Employment,17
www.muni.org,www.muni.org/departments/health/phip/csd/pages/links.aspx,Helpful Links,17
www.muni.org,www.muni.org/departments/library/pages/labminutes2009.aspx,Library Advisory Board Minutes 2009,17
www.muni.org,www.muni.org/departments/library/pages/volunteer.aspx,Volunteer,17
www.muni.org,www.muni.org/departments/mayor/boards/sistercities/pages/darwin.aspx,Darwin,17
www.muni.org,www.muni.org/departments/mayor/boards/sistercities/pages/incheon.aspx,Incheon,17
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/20160419 municipalityofanchorageandanchoragechamberofcommercepartnertopromotecitywidecleanup.aspx,Municipality of Anchorage and Anchorage Chamber of Commerce Partner to Promote Citywide Cleanup,17
www.muni.org,www.muni.org/departments/medical/pages/hra.aspx,How Can My Account Be Used?,17
www.muni.org,www.muni.org/departments/ocpd/development/lue/pages/administrativehearingsoffice.aspx,Administrative Hearings Office,17
www.muni.org,www.muni.org/departments/ocpd/planning/physical/pages/compplans.aspx,Comprehensive Plans,17
www.muni.org,www.muni.org/departments/ocpd/planning/projects/pages/fairviewneighborhoodplan2014.aspx,Fairview Neighborhood Plan,17
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/t.aspx,T,17
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/rezone.aspx,Rezone,17
www.muni.org,www.muni.org/departments/parks/pages/davisparkmasterplan.aspx,Davis Park Master Plan,17
www.muni.org,www.muni.org/departments/parks/pages/duldidaparkfixit2016.aspx,Duldida Park Fix It 2016,17
www.muni.org,www.muni.org/departments/parks/pages/sitkastreetparkfixit2016.aspx,Sitka Street Park Fix It 2016,17
www.muni.org,www.muni.org/departments/parks/pages/universitylakeparkmasterplan.aspx,University Lake Park Master Plan,17
www.muni.org,www.muni.org/departments/police/comaffairs/pages/useitloseit.aspx,"Use It, Lose It",17
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/gtfsdiscliamer.aspx,GTFS Discliamer,17
www.muni.org,www.muni.org/pages/default.aspx,(not set),17
www.muni.org,www.muni.org/publicnotice/pages/cndate.aspx,Notices By End Date,17
www.muni.org,www.muni.org/publicnotice/pages/mlpbelugariverunitpublichearingonresolution04222016.aspx,ML&P Beluga River Unit & Public Hearing on Resolution 04222016,17
www.muni.org,www.muni.org/departments/aerc/pages/anchoragecommunitypolicerelationstaskforce.aspx,Anchorage Community Police Relations Task Force,16
www.muni.org,www.muni.org/departments/apfrs/pages/newsletters.aspx,Newsletters,16
www.muni.org,www.muni.org/departments/equal_opportunity/pages/policy_against_harrassment.aspx,Policy Against Harrasment,16
www.muni.org,www.muni.org/departments/fire/howdoi/pages/getrecords.aspx,How do I get fire or medic records,16
www.muni.org,www.muni.org/departments/health/phip/csd/pages/contactinfo.aspx,Contact Information,16
www.muni.org,www.muni.org/departments/health/phip/pages/ada_advisory_commission.aspx,ADA Advisory Commission,16
www.muni.org,www.muni.org/departments/library/pages/bkclbbags.aspx,Book Club Bags,16
www.muni.org,www.muni.org/departments/mayor/boards/pages/boardcommissionethicsinformation.aspx,Board & Commission Ethics Information,16
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/buildingboardarchive2016.aspx,Building Board Archive 2016,16
www.muni.org,www.muni.org/departments/ocpd/planning/projects/pages/chugachaccessplan.aspx,Chugach Access Plan,16
www.muni.org,www.muni.org/departments/ocpd/planning/publications/pages/downtownseismicassessment.aspx,Downtown Seismic Assessment,16
www.muni.org,www.muni.org/departments/parks/pages/elderberryfixit2016.aspx,Elderberry Fix It 2016,16
www.muni.org,www.muni.org/departments/parks/pages/lynarypark.aspx,LynAryPark,16
www.muni.org,www.muni.org/departments/parks/pages/spaks.aspx,S Paks,16
www.muni.org,www.muni.org/departments/police/traffic/pages/followingtooclosely.aspx,Following Too Closely,16
www.muni.org,www.muni.org/departments/safety/pages/contactinfo.aspx,contactInfo,16
www.muni.org,www.muni.org/departments/transit/pages/ptabarchives16.aspx,PTAB Archives 2016,16
www.muni.org,www.muni.org/departments/transit/peoplemover/news/pages/biketoschoolday-may8.aspx,"Bike to School Day, May 8",16
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/erconnect.aspx,Eagle River Connect Schedule and Map,16
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/transitimprovements.aspx,Transit Improvements,16
www.muni.org,www.muni.org/departments/transit/sharearide/pages/programbenefits.aspx,Program Benefits,16
www.muni.org,www.muni.org/epayments/pages/seniorpass.aspx,Applying for Senior or Disabled Bus Pass,16
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/specialneeds.aspx,Special Needs,15
www.muni.org,www.muni.org/departments/assembly/events/pages/adhoccommitteeonsapreview04212016.aspx,Ad Hoc Committee on SAP Review,15
www.muni.org,www.muni.org/departments/assembly/events/pages/assemblycommitteeonhomelessness04202016.aspx,Committee on Homelessness,15
www.muni.org,"www.muni.org/departments/assembly/events/pages/worksessionreao2016-38,title1504152016.aspx","Worksession re AO 2016-38, Title 15",15
www.muni.org,www.muni.org/departments/erparks/pages/bsm2015.aspx,BSM2015,15
www.muni.org,www.muni.org/departments/fire/pages/privacy.aspx,Privacy,15
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/airqualitycomplaintinvestigation.aspx,AirQualityComplaintInvestigation,15
www.muni.org,www.muni.org/departments/internal_audit/pages/2016_audit_reports.aspx,2016_Audit_Reports,15
www.muni.org,www.muni.org/departments/legal/criminal/howdoi/pages/findoutaboutmycourtappearances.aspx,Find Out About My Court Appearances,15
www.muni.org,www.muni.org/departments/library/events/pages/040616nerdnite@49thstatebrewingco.aspx,Anchorage Nerd Nite @49th State Brewing Co.,15
www.muni.org,www.muni.org/departments/library/howdoi/pages/newspapers.aspx,Find Old Newspapers?,15
www.muni.org,www.muni.org/departments/library/pages/lab.aspx,Library Advisory Board,15
www.muni.org,www.muni.org/departments/mayor/boards/sistercities/pages/whitby.aspx,Whitby,15
www.muni.org,www.muni.org/departments/mayor/pages/educationsummitparticipants.aspx,Education Summit Participants,15
www.muni.org,www.muni.org/departments/mayor/pages/lawncleanup.aspx,Lawn Clean Up,15
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/municipallightpowerchugachelectricassociationacquirenaturalgasprovidinglongtermsecurityforanchorageratepayers.aspx,"MUNICIPAL LIGHT & POWER, CHUGACH ELECTRIC ASSOCIATION ACQUIRE NATURAL GAS, PROVIDING LONG-TERM SECURITY FOR ANCHORAGE RATEPAYERS",15
www.muni.org,www.muni.org/departments/merrill_field/pages/masterplan.aspx,Master Plan,15
www.muni.org,www.muni.org/departments/ocpd/development/addressing/pages/faqs.aspx,FAQs,15
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/technical review board.aspx,Technical Review Board,15
www.muni.org,www.muni.org/departments/ocpd/pages/sustainability.aspx,Sustainability,15
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/anchoragetrailsplan.aspx,Anchorage Trails Plan,15
www.muni.org,www.muni.org/departments/ocpd/planning/publications/pages/hillsidedistrictplan2010.aspx,Hillside District Plan 2010,15
www.muni.org,www.muni.org/departments/oem/prepared/pages/familyprep.aspx,Family Preparedness,15
www.muni.org,www.muni.org/departments/parks/howdoi/pages/reserveselkreggchalet.aspx,Reserve Selkregg Chalet?,15
www.muni.org,www.muni.org/departments/parks/pages/2015neighborhoodparkprojects.aspx,2015 Neighborhood Park Projects,15
www.muni.org,www.muni.org/departments/parks/pages/alparlandscapeimprovementsandkineticsculpture.aspx,ALPAR Landscape Improvements and Kinetic Sculpture,15
www.muni.org,www.muni.org/departments/parks/pages/babysittertraining.aspx,Babysitter Training,15
www.muni.org,www.muni.org/departments/parks/pages/karateandaikido.aspx,Karate and Aikido,15
www.muni.org,www.muni.org/departments/parks/pages/russianjackspringparkgreenstees.aspx,Russian Jack Spring Park Greens & Tees,15
www.muni.org,www.muni.org/departments/parks/pages/shotokankarate.aspx,Shotokan Karate,15
www.muni.org,www.muni.org/departments/parks/trail/pages/2015trailwatch.aspx,2015 Trail Watch,15
www.muni.org,www.muni.org/departments/police/pages/jobs.aspx,Career Opportunities,15
www.muni.org,www.muni.org/departments/police/traffic/pages/basicspeed.aspx,Basic Speed,15
www.muni.org,www.muni.org/departments/sws/curbside/pages/acceptabletrash.aspx,Acceptable Trash,15
www.muni.org,www.muni.org/departments/transit/peoplemover/news/pages/muldoonroadclosure-memorialweekend.aspx,Muldoon Road Closure - Memorial Weekend,15
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/classpass.aspx,Class Pass,15
www.muni.org,www.muni.org/residents/pages/spiritofcommunity.aspx,Spirit of Community,15
www.muni.org,www.muni.org/departments/assembly/events/pages/publicsafetycommitteemeeting04202016.aspx,RESCHEDULED: Public Safety Committee Meeting,14
www.muni.org,www.muni.org/departments/assembly/legislation/pages/default.aspx,Assembly Ordinances and Resolutions,14
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/downtownimprovementdistrictassessment.aspx,Downtown Improvement District Assessment,14
www.muni.org,www.muni.org/departments/fire/pressreleases/pages/091114anchoragewoodlotclosure.aspx,Anchorage Wood Lot Closure,14
www.muni.org,www.muni.org/departments/health/cemetery/howdoi/pages/purchaseniche.aspx,How Do I Purchase a Niche in the Columbarium Wall?,14
www.muni.org,www.muni.org/departments/internal_audit/pages/mchlchdwck.aspx,Michael Chadwick,14
www.muni.org,"www.muni.org/departments/library/events/pages/040716defyfear!week'schindler'slist'@loussac.aspx",Defy Fear! Week: Feature Film @Loussac,14
www.muni.org,www.muni.org/departments/library/events/pages/050416nerdnite@49thstatebrewingco.aspx,Nerd Nite @49th State Brewing Co.,14
www.muni.org,www.muni.org/departments/library/pages/directory.aspx,Directory,14
www.muni.org,www.muni.org/departments/mayor/pages/responsiblelaboract.aspx,Responsible Labor Act,14
www.muni.org,www.muni.org/departments/merrill_field/pages/links.aspx,Links,14
www.muni.org,www.muni.org/departments/ocpd/development/addressing/pages/newadd.aspx,New Address,14
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/about_ppp.aspx,about_ppp,14
www.muni.org,www.muni.org/departments/ocpd/planning/events/pages/default.aspx,Events,14
www.muni.org,www.muni.org/departments/ocpd/planning/physical/envplanning/pages/creditdebitmethod.aspx,Credit/Debit Methodology,14
www.muni.org,www.muni.org/departments/ocpd/planning/projects/anchlanduse/pages/anchorageindustriallandassessment.aspx,Anchorage Industrial Land Assessment,14
www.muni.org,www.muni.org/departments/ocpd/planning/projects/pages/title21eia.aspx,Title 21 Rewrite Economic Impact Analysis,14
www.muni.org,www.muni.org/departments/ocpd/planning/publications/pages/geotechhazstudy.aspx,Geotechnical Hazards Assessment Study,14
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/airportheight.aspx,Airport Height Zones,14
www.muni.org,www.muni.org/departments/oem/pressreleases/pages/default.aspx,Press Releases,14
www.muni.org,www.muni.org/departments/parks/howdoi/pages/reservekincaidoutdoorcenter.aspx,Reserve Kincaid Outdoor Center?,14
www.muni.org,www.muni.org/departments/parks/pages/chestercreekstatusupdates.aspx,Chester Creek Status Updates,14
www.muni.org,www.muni.org/departments/parks/pages/chestercreektrailimprovementsschedule.aspx,Chester Creek Trail Improvements Schedule,14
www.muni.org,www.muni.org/departments/parks/pages/lparks.aspx,L Parks,14
www.muni.org,www.muni.org/departments/police/pages/messagefromthechieffaithandconfidence.aspx,A Message from Chief Mew: Faith and Confidence,14
www.muni.org,www.muni.org/departments/police/pressreleases/pages/apdofficersarrestdrugsuppliersinwestanchorage.aspx,APD Officers Arrest Drug Suppliers in West Anchorage,14
www.muni.org,www.muni.org/publicnotice/pages/afdstationnpph05032016.aspx,AFD Station Naming Panel Public Hearing,14
www.muni.org,www.muni.org/publicnotice/pages/municipalweightrestrictions042213.aspx,Municipal Weight Restrictions,14
www.muni.org,www.muni.org/departments/aerc/pages/equalrightstraining.aspx,Equal Rights 101: Free Online Training,13
www.muni.org,www.muni.org/departments/assembly/clerk/licensing/pages/adult.aspx,Adult Oriented Establishment,13
www.muni.org,www.muni.org/departments/assembly/events/pages/taxationandregulationofmarijuanacommitteemeeting02252016.aspx,Taxation and Regulation of Marijuana Committee Meeting,13
www.muni.org,www.muni.org/departments/erparks/pages/bsm2016.aspx,ER/Chugiak Board of Supervisors Minutes 2016,13
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/2016hazmatsymposium.aspx,2016 State Hazmat Symposium and Field Exercise,13
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/mayorberkowitzannouncesanchoragecommunitygrantawardees.aspx,Mayor Berkowitz Announces Anchorage Community Grant Awardees,13
www.muni.org,www.muni.org/departments/ocpd/development/addressing/pages/contactinfo.aspx,Contact Information,13
www.muni.org,www.muni.org/departments/ocpd/development/bsd/news/pages/default.aspx,News,13
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/2003buildingcodearchive.aspx,2003 Building Code Archive,13
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/buildingbddocuments.aspx,Building Bd Documents,13
www.muni.org,www.muni.org/departments/parks/pages/germanlongsword.aspx,German Longsword,13
www.muni.org,www.muni.org/departments/parks/pages/oparks.aspx,O Parks,13
www.muni.org,www.muni.org/departments/parks/pages/parkdistrictsw.aspx/,Park District SW,13
www.muni.org,www.muni.org/departments/parks/pages/tparks.aspx,T Parks,13
www.muni.org,www.muni.org/departments/police/comaffairs/pages/cpted.aspx,Crime Prevention Through Environmental Design,13
www.muni.org,www.muni.org/departments/police/forms/pages/tempcatererpermitapp.aspx,TempCatererPermitApp,13
www.muni.org,www.muni.org/departments/police/pages/namethenewapdcharger.aspx,Name the New APD Charger,13
www.muni.org,www.muni.org/departments/police/pages/raidsonline.aspx,Raids Online,13
www.muni.org,www.muni.org/departments/police/pressreleases/pages/manwantedonfelonychargesofassaultandmiw.aspx,Man Wanted on Felony Charges of Assault and MIW,13
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/adopt-a-stop.aspx,Adopt-A-Stop,13
www.muni.org,www.muni.org/publicnotice/pages/2016c012.aspx,2016C012 Egan Center Mechanical System Upgrades,13
www.muni.org,www.muni.org/publicnotice/pages/ordinancenoao2016-3(s)01262016.aspx,Ordinance No. AO 2016-3(S) 01262016,13
www.muni.org,"www.muni.org/departments/assembly/events/pages/jointworksessionassembly-planningzoningcommissionreao2015-142,title21telecommunicationsfacilities,includingcelltowers041420.aspx","Joint Worksession with the Planning & Zoning Commission re AO 2015-142, Title 21 Telecommunications Facilities Including Cell Towers",12
www.muni.org,www.muni.org/departments/assembly/pages/publicsafetycommitteewebpage.aspx,Public Safety Committee Webpage,12
www.muni.org,www.muni.org/departments/budget/operatingarchive/pages/members.aspx,Members,12
www.muni.org,www.muni.org/departments/employee_relations/howdoi/pages/getnotified.aspx,Get Notified of a Job Opening,12
www.muni.org,www.muni.org/departments/finance/treasury/dcf/pages/dcffrequentlyaskedquestions.aspx,DCF Frequently Asked Questions,12
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/fsspestcontrol.aspx,fsspestcontrol,12
www.muni.org,www.muni.org/departments/internal_audit/pages/2015auditreports.aspx,2015AuditReports,12
www.muni.org,www.muni.org/departments/it/projects/pages/kronos.aspx,Kronos,12
www.muni.org,www.muni.org/departments/library/events/pages/anchoragetournamentofchampionsround3onlineentry!.aspx,Anchorage Tournament of Champions ROUND #3: Online Entry!,12
www.muni.org,www.muni.org/departments/library/howdoi/pages/bustolibrary.aspx,Take a Bus to the Library?,12
www.muni.org,www.muni.org/departments/library/kids/pages/historicalfiction.aspx,Historical Fiction,12
www.muni.org,www.muni.org/departments/mayor/pages/mayorsbiography.aspx,"Mayor's Biography",12
www.muni.org,www.muni.org/departments/mayor/pages/olympicwintergames2026.aspx,Olympic Winter Games 2026,12
