domain,page,page_title,pageviews
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/supplementalregs.aspx,supplementalregs,24
www.muni.org,www.muni.org/departments/oem/pages/staff.aspx,Staff,24
www.muni.org,www.muni.org/departments/parks/pages/fitness_andhealth.aspx,Fitness andHealth,24
www.muni.org,www.muni.org/departments/parks/pages/outdooradventures.aspx,Outdoor Adventures,24
www.muni.org,www.muni.org/departments/safety/pages/default.aspx,Safety Department,24
www.muni.org,www.muni.org/departments/fire/pressreleases/pages/072313burnban.aspx,Burn Ban in Effect,23
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/fssplanreview.aspx,FSSPlanReview,23
www.muni.org,www.muni.org/departments/legal/civil/pages/default.aspx,Civil Law,23
www.muni.org,www.muni.org/departments/library/news/pages/default.aspx,News,23
www.muni.org,www.muni.org/departments/ocpd/development/row/pages/junkvehicles.aspx,Junk Vehicles,23
www.muni.org,www.muni.org/departments/ocpd/planning/howdoi/pages/lookupmunicode.aspx,Look Up Municipal Code,23
www.muni.org,www.muni.org/departments/parks/pages/educationandspecialinterests.aspx,Education and Special Interests,23
www.muni.org,www.muni.org/departments/parks/pages/peeweesports.aspx,PEE WEE Sports,23
www.muni.org,www.muni.org/departments/project_management/pages/floodhazard.aspx,Flood Hazard,23
www.muni.org,www.muni.org/departments/purchasing/pages/contactinfo.aspx,Contact Information,23
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/peoplemovertraveltraining.aspx,People Mover Travel Training,23
www.muni.org,www.muni.org/publicnotice/pages/sstr2016.aspx,Seasonal Studded Tire Restrictions,23
www.muni.org,"www.muni.org/departments/assembly/events/pages/publichearingsscheduledforthespecialassemblymeetingofapril22,201604222016.aspx",Special Assembly Meeting re ML&P Beluga River Unit and Public Hearing and Action on Resolution,22
www.muni.org,www.muni.org/departments/assembly/pages/committeesliaisons.aspx,Committees and Liaisons,22
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/airpollutionmonitoring.aspx,AirPollutionMonitoring,22
www.muni.org,www.muni.org/departments/mayor/internships/pages/default.aspx,"Mayor's Office Internships",22
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/bldglocation.aspx,Bldg Location,22
www.muni.org,www.muni.org/departments/operations/streets/pages/streetlights.aspx,Street Lights,22
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list7.aspx,List 7,22
www.muni.org,www.muni.org/pages/ada_compliance.aspx,ADA Compliance,22
www.muni.org,www.muni.org/pages/login.aspx,Login,22
www.muni.org,www.muni.org/residents/pages/communityhealth.aspx,Community Health,22
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/smoke.aspx,smoke,21
www.muni.org,www.muni.org/departments/health/phip/csd/pages/plansandreports.aspx,PlansandReports,21
www.muni.org,www.muni.org/departments/medical/pages/default.aspx,Police and Fire Medical Trust,21
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/faq.aspx,FAQ,21
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r-2d.aspx,R-2D,21
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r-3.aspx,R-3,21
www.muni.org,www.muni.org/departments/oem/prepared/pages/tsunamiprep.aspx,Tsunami Preparedness,21
www.muni.org,www.muni.org/departments/parks/pages/ice.aspx,Ice Skating,21
www.muni.org,www.muni.org/departments/police/pages/chiefsofpolice.aspx,Chiefs of Police,21
www.muni.org,www.muni.org/departments/transit/anchorrides/pages/anchorridesguidelines.aspx,AnchorRIDES Guidelines,21
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list3.aspx,List 3,21
www.muni.org,www.muni.org/cityviewportal/,Welcome - CityView Portal,20
www.muni.org,www.muni.org/cityviewportal/property/locate,Property Locator - CityView Portal,20
www.muni.org,www.muni.org/departments/assembly/clerk/licensing/pages/vendors.aspx,Vendors,20
www.muni.org,www.muni.org/departments/health/cemetery/pages/info.aspx,info,20
www.muni.org,www.muni.org/departments/ocpd/planning/projects/pages/anchoragewetlandsmanagmentplan.aspx,Anchorage Wetlands Management Plan Revision,20
www.muni.org,www.muni.org/departments/parks/pages/cparks.aspx,C Parks,20
www.muni.org,www.muni.org/departments/project_management/pages/bidschedule.aspx,Bid Schedule,20
www.muni.org,www.muni.org/departments/risk_management/pages/default.aspx,Risk Management,20
www.muni.org,www.muni.org/departments/sws/disposal/pages/disposalfacts.aspx,disposalfacts,20
www.muni.org,www.muni.org/departments/traffic/pages/safety.aspx,Safety Section,20
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/reasonstoride.aspx,Reasons to Ride,20
www.muni.org,www.muni.org/publicnotice/pages/cncategory.aspx,Notices By Category,20
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/history.aspx,Election History,19
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/licensefacility.aspx,licensefacility,19
www.muni.org,www.muni.org/departments/internal_audit/pages/adtrpts.aspx,Audit Reports,19
www.muni.org,www.muni.org/departments/mayor/pages/pvr.aspx,Performance Value Results,19
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/elevators.aspx,Elevators,19
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r-2a.aspx,R-2A,19
www.muni.org,www.muni.org/departments/operations/streets/pages/contactinfo.aspx,Contact Information,19
www.muni.org,www.muni.org/departments/parks/pages/aparks.aspx,A Parks,19
www.muni.org,www.muni.org/departments/parks/pages/archery.aspx,Archery,19
www.muni.org,www.muni.org/departments/parks/pages/parksmaintenance.aspx,Parks Maintenance,19
www.muni.org,www.muni.org/departments/police/pages/mental_health.aspx,Mental_Health,19
www.muni.org,www.muni.org/departments/police/traffic/pages/citationinformation.aspx,Citation Information,19
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/howtoride.aspx,How To Ride,19
www.muni.org,www.muni.org/departments/finance/pubfininv/pages/default.aspx,Public Finance and Investments Division,18
www.muni.org,www.muni.org/departments/finance/treasury/programtaxes/marijuanatax/pages/default.aspx,Marijuana Retail Sales Tax,18
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/realestateproptaxesfreqcallednum.aspx,Property Taxes Frequently Called Numbers,18
www.muni.org,www.muni.org/departments/fire/pages/quickphone.aspx,QuickPhone,18
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/acab.aspx,Animal Control Advisory Board,18
www.muni.org,www.muni.org/departments/health/phip/pages/seniorservices.aspx,Senior Services,18
www.muni.org,www.muni.org/departments/internal_audit/pages/asdaudits.aspx,ASD Audits,18
www.muni.org,www.muni.org/departments/library/pages/give.aspx,Give,18
www.muni.org,www.muni.org/departments/merrill_field/pages/rates.aspx,Rates,18
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/homeowners.aspx,Home Owners,18
www.muni.org,www.muni.org/departments/ocpd/development/pages/contactinfo.aspx,Contact Information,18
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/clearvision.aspx,Clear Vision,18
www.muni.org,www.muni.org/departments/oem/pages/levelsofoperation.aspx,EOC Levels of Operation,18
www.muni.org,www.muni.org/departments/oem/plans/pages/default.aspx,Emergency Management Plans & Policies,18
www.muni.org,www.muni.org/departments/oem/prepared/pages/volcanicash.aspx,Volcanic Ash,18
www.muni.org,www.muni.org/departments/parks/pages/sumcamp.aspx,Camps,18
www.muni.org,www.muni.org/departments/project_management/pages/landrecords.aspx,Land Records,18
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list1.aspx,List1,18
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list102.aspx,List 102,18
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/publicmeetings.aspx,Public Meetings,18
www.muni.org,www.muni.org/fastfacts/pages/geography.aspx,Geography,18
www.muni.org,www.muni.org/pages/rssfeeds.aspx,RSS Feeds,18
www.muni.org,www.muni.org/publicnotice/pages/searchresults.aspx,Results,18
www.muni.org,www.muni.org/ch10/pages/default.aspx,Channel 10,17
www.muni.org,www.muni.org/departments/assembly/events/pages/051112apd.aspx,Alaska Police Memorial Day Ceremony,17
www.muni.org,www.muni.org/departments/employee_relations/pages/publicemployees.aspx,Public Employees,17
www.muni.org,www.muni.org/departments/fire/publicaffairs/pages/education.aspx,Education,17
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/aqi.aspx,AQI,17
www.muni.org,www.muni.org/departments/it/data/pages/default.aspx,Data Services Division,17
www.muni.org,www.muni.org/departments/legal/civil/pages/forfeiturevehicles.aspx,Forfeiture Vehicles,17
www.muni.org,www.muni.org/departments/mayor/boards/youthadvisorycommission/pages/default.aspx,Youth Advisory Commission,17
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/20160419 municipalityofanchorageandanchoragechamberofcommercepartnertopromotecitywidecleanup.aspx,Municipality of Anchorage and Anchorage Chamber of Commerce Partner to Promote Citywide Cleanup,17
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r-7.aspx,R-7,17
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/bedbreakfast.aspx,Bed & Breakfast,17
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/mobilehome.aspx,Mobile Home,17
www.muni.org,www.muni.org/departments/operations/pages/contactinfo.aspx,Contact Information,17
www.muni.org,www.muni.org/departments/parks/pages/tuesdaynightraces.aspx,TuesdayNightRaces,17
www.muni.org,www.muni.org/departments/police/comaffairs/pages/latchkeykids.aspx,Children At Home Alone,17
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/programs.aspx,Programs,17
www.muni.org,www.muni.org/publicnotice/pages/cnevent.aspx,Notices By Event Date,17
www.muni.org,www.muni.org/publicnotice/pages/mlpbelugariverunitpublichearingonresolution04222016.aspx,ML&P Beluga River Unit & Public Hearing on Resolution 04222016,17
www.muni.org,www.muni.org/departments/aerc/pages/publications.aspx,publications,16
www.muni.org,www.muni.org/departments/employee_relations/pages/ibew.aspx,IBEW,16
www.muni.org,www.muni.org/departments/fire/publicaffairs/pages/kidscorner.aspx,kidscorner,16
www.muni.org,www.muni.org/departments/fire/wildfire/pages/firewisehomeassessments.aspx,Firewise Home Assessments,16
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/engineblockheater.aspx,EngineBlockHeater,16
www.muni.org,www.muni.org/departments/health/cemetery/pages/honored.aspx,honored,16
www.muni.org,www.muni.org/departments/health/phip/pages/emergency_outreach.aspx,Emergency_Outreach,16
www.muni.org,www.muni.org/departments/mayor/boards/sistercities/pages/chitose.aspx,Chitose,16
www.muni.org,www.muni.org/departments/ocpd/development/lue/pages/codecompliance.aspx,Code Compliance Photo Gallery,16
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/agendas.aspx,AGENDAS,16
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/landuses.aspx,Land Uses,16
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r10.aspx,R10,16
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/sh_parkingreq.aspx,sh_ParkingReq,16
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/signs.aspx,Signs,16
www.muni.org,www.muni.org/departments/parks/pages/gwcommunityroom.aspx,GW Community Room,16
www.muni.org,www.muni.org/departments/police/comaffairs/pages/bicycleregis.aspx,Bicycle Registration,16
www.muni.org,www.muni.org/departments/police/comaffairs/pages/carryconcealpermits.aspx,Carry Conceal Permits,16
www.muni.org,www.muni.org/departments/police/drugunit/pages/druginformation.aspx,Drug Information,16
www.muni.org,www.muni.org/departments/police/howdoi/pages/applyclassiiiweapon.aspx,Class III Weapon or Accessory Application,16
www.muni.org,www.muni.org/departments/police/pages/citationfaq.aspx,citationfaq,16
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/advertisingonpeoplemover.aspx,Advertising on People Mover,16
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list45.aspx,List 45,16
www.muni.org,www.muni.org/publicnotice/pages/anchoragepolicedepartmentpublicnotice.aspx,ANCHORAGE POLICE DEPARTMENT PUBLIC NOTICE,16
www.muni.org,www.muni.org/publicnotice/pages/cnspecial.aspx,Special Notices,16
www.muni.org,www.muni.org/departments/aerc/pages/typesofdiscrimination.aspx,Types of Discrimination,15
www.muni.org,www.muni.org/departments/apfrs/pages/plansummaries.aspx,Plan Summaries,15
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/petitioninfo.aspx,PetitionInfo,15
www.muni.org,"www.muni.org/departments/assembly/events/pages/publichearingsscheduledfortheregularassemblymeetingofapril26,201604262016.aspx","Public Hearings Scheduled for the Regular Assembly Meeting of April 26, 2016",15
www.muni.org,www.muni.org/departments/erparks/pages/bsm2015.aspx,BSM2015,15
www.muni.org,www.muni.org/departments/ocpd/development/lue/pages/luecontactus.aspx,LUE Contact Us,15
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/variance.aspx,variance,15
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/subpreshortplats.aspx,"Subdivisions, Preliminary Plats & Short Plats",15
www.muni.org,www.muni.org/departments/operations/streets/summermaintenance/pages/sweepingprogram.aspx,Sweeping Program,15
www.muni.org,www.muni.org/departments/parks/pages/boardscommissions.aspx,Boards Commissions,15
www.muni.org,www.muni.org/departments/parks/pages/saspmasterplan.aspx,South Anchorage Sports Park Master Plan Update,15
www.muni.org,www.muni.org/departments/project_management/pages/row.aspx,row,15
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list36.aspx,List 36,15
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list60.aspx,List 60,15
www.muni.org,www.muni.org/publicnotice/pages/cndept.aspx,Notices By Department,15
www.muni.org,www.muni.org/soundoff/pages/default.aspx,Sound Off!,15
www.muni.org,www.muni.org/departments/assembly/clerk/licensing/pages/privatedetective.aspx,Private Detective Licensing,14
www.muni.org,www.muni.org/departments/assembly/events/pages/regularassemblymeeting04262016.aspx,Regular Assembly Meeting,14
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/aircraftregistrationtax.aspx,Aircraft Registration Tax,14
www.muni.org,www.muni.org/departments/fire/prevention/pages/handouts.aspx,handouts,14
www.muni.org,www.muni.org/departments/health/admin/environment/pages/customerservice.aspx,CustomerService,14
www.muni.org,www.muni.org/departments/library/pages/meetingrooms.aspx,Meeting Rooms,14
www.muni.org,www.muni.org/departments/merrill_field/pages/history.aspx,History,14
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/buildingboard.aspx,Building Board,14
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/1_structure.aspx,1_structure,14
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/conduseliquor.aspx,Conditional Use Permit (Liquor),14
www.muni.org,www.muni.org/departments/oem/pages/contactus.aspx,Contact Us,14
www.muni.org,www.muni.org/departments/parks/howdoi/pages/reserveaparkshelter.aspx,Reserve a Park Shelter?,14
www.muni.org,www.muni.org/departments/parks/pages/specialeventinformation.aspx,Special Event Information,14
www.muni.org,www.muni.org/departments/parks/pages/stephensonparkfixit.aspx,Stephenson Park Fix It,14
www.muni.org,www.muni.org/departments/police/pages/duiarrestees.aspx,DUI Arrestees,14
www.muni.org,www.muni.org/departments/police/property/pages/propertyadvertising.aspx,PropertyAdvertising,14
www.muni.org,www.muni.org/departments/project_management/pages/contactinfo.aspx,Contact Information,14
www.muni.org,www.muni.org/departments/transit/pages/publictransitadvisoryboard.aspx,Public Transit Advisory Board,14
www.muni.org,www.muni.org/departments/transit/pressreleases/pages/peoplemovertripplanner.aspx,People Mover Trip Planner,14
www.muni.org,www.muni.org/pages/privacy_statement.aspx,Privacy Statement,14
www.muni.org,www.muni.org/departments/aerc/pages/file a complaint.aspx,File a Complaint,13
www.muni.org,www.muni.org/departments/erparks/pages/contactinfo.aspx,Contact Information,13
www.muni.org,www.muni.org/departments/fire/training/pages/memorial.aspx,Memorial,13
www.muni.org,www.muni.org/departments/health/cemetery/pages/columbarium.aspx,columbarium,13
www.muni.org,"www.muni.org/departments/health/pages/women'scommission.aspx","Women's Commission",13
www.muni.org,www.muni.org/departments/hlb/pages/staff.aspx,Staff,13
www.muni.org,www.muni.org/departments/it/admin/pages/default.aspx,Administration,13
www.muni.org,www.muni.org/departments/it/egov/pages/default.aspx,Application Services Division,13
www.muni.org,www.muni.org/departments/merrill_field/pages/businesses.aspx,Businesses,13
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/on-siteforms.aspx,On-Site Forms,13
www.muni.org,www.muni.org/departments/ocpd/pages/contactinfo.aspx,Contact Information,13
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/1_documents.aspx,1_documents,13
www.muni.org,www.muni.org/departments/ocpd/planning/pages/historicpreservationcommission.aspx,Historic Preservation Commission,13
www.muni.org,www.muni.org/departments/ocpd/planning/physical/envplanning/pages/wetlandfaqs.aspx,Wetland FAQs,13
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/i.aspx,"I-1,2,3",13
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/condusepermits.aspx,Conditional Use Permits,13
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/zoningvariance.aspx,Zoning Variance,13
www.muni.org,www.muni.org/departments/oem/eoc/pages/eocresponseteams.aspx,EOC Response Teams,13
www.muni.org,www.muni.org/departments/oem/prepared/pages/disasterregistry.aspx,Disaster Registry,13
www.muni.org,www.muni.org/departments/parks/pages/beginningwoodworking.aspx,Beginning Woodworking,13
www.muni.org,www.muni.org/departments/parks/pages/kindertime.aspx,KinderTime,13
www.muni.org,www.muni.org/departments/project_management/pages/engineering.aspx,Engineering and Design,13
www.muni.org,www.muni.org/departments/sws/disposal/pages/girdwoodfees.aspx,GirdwoodFees,13
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/titlevi.aspx,Title VI,13
www.muni.org,www.muni.org/departments/transportation_inspection/pages/contactinfo.aspx,Contact Information,13
www.muni.org,www.muni.org/departments/aerc/pages/aboutus.aspx,about us,12
www.muni.org,www.muni.org/departments/budget/indirectcost/pages/default.aspx,Cost Allocation Plan/Indirect Cost Proposal,12
www.muni.org,www.muni.org/departments/finance/pages/contactinfo.aspx,Contact Information,12
www.muni.org,www.muni.org/departments/fire/pressreleases/pages/052014burnban.aspx,Burn Ban,12
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/spay.aspx,spay,12
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/arsenicindex.aspx,ArsenicIndex,12
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/anchoragebowllanduseplanmap04152016.aspx,Anchorage Bowl Land Use Plan Map,12
www.muni.org,www.muni.org/departments/merrill_field/pages/drivertraining.aspx,Driver Training,12
www.muni.org,www.muni.org/departments/merrill_field/pages/generalinformation.aspx,General Information,12
www.muni.org,www.muni.org/departments/ocpd/development/addressing/pages/default.aspx,Addressing,12
www.muni.org,www.muni.org/departments/ocpd/planning/pages/nixle.aspx,Nixle,12
www.muni.org,www.muni.org/departments/ocpd/planning/pages/portalande-alertinformation.aspx,Portal and E-Alert Information,12
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/landscaping.aspx,landscaping,12
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/os-hp.aspx,Official Streets and Highways Plan,12
www.muni.org,www.muni.org/departments/parks/pages/2016neighborhoodparkprojects.aspx,2016 Neighborhood Park Projects,12
www.muni.org,www.muni.org/departments/parks/pages/anchoragediscgolfsiteselectionandmanagementstudy.aspx,Anchorage Disc Golf Site Selection and Management Study,12
www.muni.org,www.muni.org/departments/parks/pages/coastaltrailbridges.aspx,CoastalTrailBridges,12
www.muni.org,www.muni.org/departments/parks/pages/delaneyparklocomotive.aspx,Delaney Park Locomotive 556 Improvement Project,12
www.muni.org,www.muni.org/departments/traffic/pages/contactinfo.aspx,Contact Information,12
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list14.aspx,List 14,12
www.muni.org,www.muni.org/departments/transit/sharearide/pages/interimcommutecalculator.aspx,Interim Commute Calculator,12
www.muni.org,www.muni.org/fastfacts/pages/default.aspx,About Anchorage,12
www.muni.org,www.muni.org/serving_you/pages/default.aspx,Projects,12
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pressreleases/pages/default.aspx,Press Releases,11
www.muni.org,www.muni.org/departments/employee_relations/pages/disabilityresources.aspx,Disability Resources,11
www.muni.org,www.muni.org/departments/equal_opportunity/pages/business_enterprise_program.aspx,Business Enterprise (D/WBE) Program,11
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/propertytaxlawexcerpts.aspx,Property Tax Law Excerpts,11
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/doglicensefees.aspx,Doglicensefees,11
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/airqualitystatus.aspx,AirQualityStatus,11
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/particulatematter.aspx,ParticulateMatter,11
www.muni.org,www.muni.org/departments/health/phip/pages/seniorcitizensadvisorycommission.aspx,Senior Citizens Advisory Commission,11
www.muni.org,www.muni.org/departments/internal_audit/pages/auditreportsbydepartment.aspx,Audit Reports by Department,11
www.muni.org,www.muni.org/departments/library/events/pages/050416nerdnite@49thstatebrewingco.aspx,Nerd Nite @49th State Brewing Co.,11
www.muni.org,www.muni.org/departments/library/howdoi/pages/internetaccess.aspx,Get Internet Access at a Public Library?,11
www.muni.org,www.muni.org/departments/library/pages/marstontheatre.aspx,Wilda Marston Theatre,11
www.muni.org,www.muni.org/departments/mayor/boards/pages/boardmembers.aspx,Board Members,11
www.muni.org,www.muni.org/departments/mayor/boards/sistercities/pages/tromso.aspx,Tromso,11
www.muni.org,www.muni.org/departments/merrill_field/pages/swppp.aspx,SWPPP,11
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/wastewatersystemtypes.aspx,Wastewater System Types,11
www.muni.org,www.muni.org/departments/ocpd/development/row/pages/streetlights.aspx,Street Lights,11
www.muni.org,www.muni.org/departments/ocpd/planning/projects/pages/umeddistrictplanupdate.aspx,UMED District Plan Update,11
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/height.aspx,Height,11
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r-4.aspx,R-4,11
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/homeoccupations.aspx,Home Occupations,11
www.muni.org,www.muni.org/departments/oem/prepared/pages/emergencypreparednessinfomationinmanylanguages.aspx,Emergency Preparedness Information in Many Languages,11
www.muni.org,www.muni.org/departments/parks/pages/bparks.aspx,B Parks,11
www.muni.org,www.muni.org/departments/parks/pages/fnbptrailsplan.aspx,Far North Bicentennial Park Trail Plan,11
www.muni.org,www.muni.org/departments/parks/pages/oceanviewparkfixit.aspx,Oceanview Park Fix It,11
www.muni.org,www.muni.org/departments/parks/pages/russianjackskatepark.aspx,Russian Jack Skate Park,11
www.muni.org,www.muni.org/departments/police/pressreleases/pages/policearrestandchargemaleinsouthanchoragestabbing.aspx,Police Arrest and Charge Male in South Anchorage Stabbing,11
www.muni.org,www.muni.org/departments/project_management/wm/pages/default.aspx,Watershed Management,11
www.muni.org,www.muni.org/departments/sws/customerservice/pages/csapps.aspx,SWS Applications and Forms,11
www.muni.org,www.muni.org/departments/traffic/roads/pages/projectlist.aspx,Project list,11
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/list2.aspx,List 2,11
www.muni.org,www.muni.org/pages/forgotpassword.aspx,Forgot Password,11
www.muni.org,www.muni.org/departments/assembly/clerk/passedlegislation/pages/1999minutes.aspx,1999 Minutes,10
www.muni.org,www.muni.org/departments/assembly/events/pages/91509aam.aspx,Anchorage Assembly Meeting,10
www.muni.org,www.muni.org/departments/employee_relations/howdoi/pages/requestveteranpreference.aspx,Request Veteran Preference,10
www.muni.org,www.muni.org/departments/employee_relations/pages/apdea.aspx,APDEA,10
www.muni.org,www.muni.org/departments/employee_relations/pages/iaff.aspx,IAFF,10
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/donatingtotheshelter.aspx,Donating to the Shelter,10
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/outdoorwoodboilers.aspx,Anchorage Outdoor Wood Boilers,10
www.muni.org,www.muni.org/departments/health/pages/dhhs commissions.aspx,DHHS Commissions,10
www.muni.org,www.muni.org/departments/health/phip/emergencypreparedness/pages/default.aspx,Health Planning and Preparedness,10
www.muni.org,www.muni.org/departments/internal_audit/pages/staff.aspx,Staff,10
www.muni.org,www.muni.org/departments/it/pages/contactinfo.aspx,contactinfo,10
www.muni.org,www.muni.org/departments/library/howdoi/pages/connecttothelibrarycatalog.aspx,Search for an item in the library?,10
www.muni.org,www.muni.org/departments/mayor/boards/events/pages/010710yac.aspx,Youth Advisory Commission,10
www.muni.org,www.muni.org/departments/mayor/boards/pages/grants.aspx,Grants,10
www.muni.org,www.muni.org/departments/mayor/boards/sistercities/pages/incheon.aspx,Incheon,10
www.muni.org,www.muni.org/departments/mayor/pressreleases/pages/mayorberkowitzlaunchesvisionzeroanchorageinitiative.aspx,Mayor Berkowitz Launches Vision Zero Anchorage Initiative,10
www.muni.org,www.muni.org/departments/merrill_field/pages/localairspace.aspx,Local Air Space,10
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/about.aspx,ABOUT,10
www.muni.org,www.muni.org/departments/ocpd/planning/pages/historicpreservation.aspx,Historic Preservation,10
www.muni.org,www.muni.org/departments/ocpd/planning/physical/pages/publicfacility.aspx,Public Facility Planning,10
www.muni.org,www.muni.org/departments/ocpd/planning/publications/pages/anchorage2020.aspx,Anchorage 2020,10
www.muni.org,www.muni.org/departments/oem/pages/eas.aspx,Emergency Alert System,10
www.muni.org,www.muni.org/departments/oem/plans/pages/coop.aspx,Continuity of Operations Plan,10
www.muni.org,www.muni.org/departments/operations/capital/pages/default.aspx,Capital Projects,10
www.muni.org,www.muni.org/departments/operations/streets/service/pages/cberrrsa-chugiakbirchwoodeagleriverruralroadservicearea.aspx,CBERRRSA - Chugiak/Birchwood/Eagle River Rural Road Service Area,10
www.muni.org,www.muni.org/departments/parks/pages/barbarastreetparkfixit2016.aspx,Barbara Street Park Fix It 2016,10
www.muni.org,www.muni.org/departments/parks/pages/davisparkmasterplan.aspx,Davis Park Master Plan,10
www.muni.org,www.muni.org/departments/parks/pages/spaks.aspx,S Paks,10
www.muni.org,www.muni.org/departments/project_management/pages/funding.aspx,Funding,10
www.muni.org,www.muni.org/departments/purchasing/pages/compprocess.aspx,Competitive Process,10
www.muni.org,www.muni.org/departments/transit/sharearide/pages/carpoolingfaqs.aspx,Carpooling FAQs,10
www.muni.org,www.muni.org/publicnotice/pages/2016c030.aspx,2016C030 MOA – CVFRD BILL LOWE FIRE STATION 25 HVAC UPGRADES,10
www.muni.org,www.muni.org/residents/pages/newtoanc.aspx,New to Anchorage,10
www.muni.org,www.muni.org/your_government/pages/muniholidays.aspx,Municipal Observed Holidays,10
www.muni.org,www.muni.org/departments/assembly/clerk/pages/lobbyist.aspx,Lobbyist,9
www.muni.org,www.muni.org/departments/assembly/ombudsman/pages/formdocuments.aspx,Form & Documents,9
www.muni.org,www.muni.org/departments/budget/capitalbudgets/pages/default.aspx,Capital Budget,9
www.muni.org,www.muni.org/departments/budget/utilitiesenterprise/pages/default.aspx,OMB Utilities / Enterprise Activities,9
www.muni.org,www.muni.org/departments/employee_relations/pages/operatingengineers.aspx,Operating Engineers,9
www.muni.org,www.muni.org/departments/employee_relations/pages/plumberspipefitters.aspx,Plumbers Pipefitters,9
www.muni.org,www.muni.org/departments/erparks/pages/bsm2016.aspx,ER/Chugiak Board of Supervisors Minutes 2016,9
www.muni.org,www.muni.org/departments/fire/pages/aboutafd.aspx,About AFD,9
